"rules","support","confidence","lift"
"{G2,X2} => {W2}",0.415896487985213,0.803571428571429,1.12917439703154
"{T2} => {L2}",0.402957486136784,0.804428044280443,1.12163807205082
"{A2,M2,R2} => {B2}",0.404805914972274,0.826415094339623,1.11216558715855
"{Q2,R2} => {Y2}",0.404805914972274,0.805147058823529,1.09719032449252
"{A2,M2} => {B2}",0.473197781885397,0.815286624203822,1.09718921316982
"{A2,G2,M2} => {B2}",0.406654343807763,0.814814814814815,1.09655426570849
"{M2,R2} => {B2}",0.44362292051756,0.813559322033898,1.09486465975209
"{G2,V2} => {R2}",0.480591497227357,0.88135593220339,1.09110654307102
"{A2,G2,V2} => {R2}",0.438077634011091,0.881040892193309,1.09071652786403
"{F2,G2,V2} => {R2}",0.408502772643253,0.880478087649402,1.09001978356596
"{F2,M2} => {B2}",0.430683918669131,0.809027777777778,1.08876623825318
"{G2,O2} => {R2}",0.426987060998152,0.878326996197719,1.08735676188322
"{M2} => {B2}",0.515711645101664,0.804034582132565,1.08204653963611
"{G2,M2} => {B2}",0.44362292051756,0.802675585284281,1.08021764089253
"{B2,V2} => {R2}",0.428835489833641,0.87218045112782,1.0797474234786
"{G2,R2,W2} => {B2}",0.402957486136784,0.801470588235294,1.07859599063506
"{F2,V2} => {R2}",0.471349353049908,0.870307167235495,1.07742832374005
"{M2,Y2} => {R2}",0.421441774491682,0.870229007633588,1.07733156322602
"{L2,V2} => {R2}",0.414048059149723,0.868217054263566,1.07484079257801
"{A2,F2,V2} => {R2}",0.432532347504621,0.866666666666667,1.07292143401983
"{B2,G2} => {R2}",0.541589648798521,0.864306784660767,1.06999993249765
"{G2,M2} => {R2}",0.476894639556377,0.862876254180602,1.06822895540436
"{A2,B2,G2} => {R2}",0.487985212569316,0.862745098039216,1.0680665859021
"{B2,G2,W2} => {R2}",0.402957486136784,0.861660079051383,1.06672334729244
"{N2} => {R2}",0.414048059149723,0.861538461538462,1.06657278648125
"{A2,R2,Z2} => {F2}",0.417744916820702,0.8828125,1.06607491629464
"{A2,G2,Z2} => {F2}",0.44547134935305,0.882783882783883,1.06604035845107
"{F2,O2} => {R2}",0.423290203327172,0.860902255639098,1.06578517231293
"{A2,B2,F2,G2} => {R2}",0.410351201478743,0.86046511627907,1.06524399978713
"{B2,M2} => {R2}",0.44362292051756,0.860215053763441,1.06493442582614
